order_id,order_item_id,product_id,shipping_limit_date,price,freight_value,volume
4d70edd024b83dac3189ecc2c9d802b7,1,415800ba8edc079e255fcc4ee5790376,2018-01-25 16:59:54,55.92,11.73,Baixa
7701acffdc4a67fac70f9ba0d45cdf41,1,c3040abf937069c3552391d63d89ece1,2017-04-03 21:55:20,80.25,14.33,Baixa
90e4d4f7e2221bf7f81a4873e3161b96,1,35780c73ee3f0cda4f99733734a30cf6,2018-07-25 16:22:43,58.0,11.43,Baixa
9c4bf952a421aa0ddf8714352db3f799,1,ba01cebc5a3c2494d0a97d4713ec8938,2018-02-01 19:59:06,201.34,12.61,Baixa
a487f3a5b2b3e028ef50c93210a69e71,1,68f2b86d618f20c45d7a0db6db2cc664,2017-05-10 07:35:17,57.17,9.39,Baixa
bbdcda6bc4c7d4051fb9d26422a602ea,1,70275b3042e4c4b6f18637720387bc0c,2018-03-06 09:31:07,185.6,10.11,Baixa
fd9486ae13f513ac59c3f6c23bb003c7,1,acdd9eaa79720ca045ce3768250b8e47,2017-05-09 11:33:39,99.9,12.09,Baixa
fe200ad195ed77d67e1de3300313f170,1,1e8c13efcd43c9fb018a870ba9dd73a5,2018-01-24 18:14:53,57.0,13.42,Baixa
0005f50442cb953dcd1d21e1fb923495,1,4535b0e1091c278dfd193e5a1d63b39f,2018-07-06 14:10:56,53.99,11.4,Baixa
7bda7fb1e596f90f607376af2ca647cd,1,8ac47b3ab13c68f49f10dde899674149,2018-07-19 17:31:37,83.99,12.89,Baixa
00bbc4179554524748f77763ddd62266,1,2b4609f8948be18874494203496bc318,2017-08-18 03:15:35,89.99,7.88,Baixa
16f5d43fc682f80395261d23aad13114,1,2b4609f8948be18874494203496bc318,2017-09-11 17:10:19,89.99,7.88,Baixa
28146871b31f87883ea5283892d4ff1d,1,2b4609f8948be18874494203496bc318,2018-05-18 10:32:07,79.99,8.91,Baixa
2f5c9e01ce9f58ed0a7ce97bcb667a33,1,2b4609f8948be18874494203496bc318,2018-02-19 15:50:27,89.99,9.44,Baixa
3da7fcd2d00d6f81453fba8a93e079c5,1,2b4609f8948be18874494203496bc318,2018-04-06 13:54:10,79.99,8.91,Baixa
537690295b4d85739ba8cbf72ece30b6,1,2b4609f8948be18874494203496bc318,2018-08-09 04:35:17,79.99,7.82,Baixa
67b2034550d68134bdb9bac8c1988c39,1,2b4609f8948be18874494203496bc318,2018-03-23 10:15:35,79.99,8.91,Baixa
8315d20efd172922fe1c655bd46f75e1,1,2b4609f8948be18874494203496bc318,2017-07-03 00:23:02,89.99,12.13,Baixa
a10a8370fcfb9246aea821e3a4778863,1,2b4609f8948be18874494203496bc318,2018-03-18 21:28:36,89.99,8.98,Baixa
a6e12986cb485690d7bd8c97809e76f9,1,2b4609f8948be18874494203496bc318,2017-12-28 11:54:46,89.99,9.44,Baixa
afee33d890fd033519fe6309de74c611,1,2b4609f8948be18874494203496bc318,2018-07-27 18:24:14,79.99,7.82,Baixa
b242b34edbc41ec738a3ff3cc4c0ae89,1,2b4609f8948be18874494203496bc318,2018-02-19 11:15:39,89.99,12.97,Baixa
b2f9c5f1cd2900a3d140068d35509ff5,1,2b4609f8948be18874494203496bc318,2017-10-05 15:07:24,89.99,9.44,Baixa
bf62f944fa656342103c135e7e20bfb2,1,2b4609f8948be18874494203496bc318,2017-12-28 11:38:26,89.99,9.44,Baixa
cb60e1bd4be02e75af4e863c3c0fa773,1,2b4609f8948be18874494203496bc318,2017-12-26 10:13:58,89.99,12.97,Baixa
e85cc7bf67b73e1700ee99b800496267,1,2b4609f8948be18874494203496bc318,2017-10-17 17:14:12,89.99,9.44,Baixa
0198e0de42189b3941d46857a87fac91,1,2028bf1b01cafb2d2b1901fca4083222,2017-11-16 11:27:21,56.99,8.72,Baixa
25e8ea4e93396b6fa0d3dd708e76c1bd,1,2028bf1b01cafb2d2b1901fca4083222,2017-12-26 09:52:34,56.99,8.72,Baixa
2748d44e65a8c2df3289434a7c117709,1,2028bf1b01cafb2d2b1901fca4083222,2018-01-10 15:07:12,56.99,8.72,Baixa
969c73dd2cf6f487633983f1e4eba3e7,1,2028bf1b01cafb2d2b1901fca4083222,2017-08-02 10:35:20,56.99,11.9,Baixa
9899f511f5fad599e46683421fd9e6d3,1,2028bf1b01cafb2d2b1901fca4083222,2017-07-25 01:05:09,56.99,7.78,Baixa
b124d85cd6e55467812fa1bab3dce946,1,2028bf1b01cafb2d2b1901fca4083222,2017-07-26 20:45:15,56.99,7.78,Baixa
f548b0d880ad07026110a7acc47f77c7,1,2028bf1b01cafb2d2b1901fca4083222,2017-07-20 04:04:14,56.99,11.9,Baixa
030e9e4de3076fb365bf6549b920215a,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-06-09 20:22:23,64.99,11.95,Baixa
0e4ec64e6128e64544f0c316b5f5657a,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-11-17 12:35:34,58.99,11.73,Baixa
216bc8ebe70b73bb6e7e3270d9a5df56,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-10-10 19:49:19,58.99,11.73,Baixa
30c47a84e4f1b12042a90134ab4640ad,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-10-17 15:47:27,58.99,13.43,Baixa
3cd3f3794a6d2adae68996a620bfb813,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-06-28 11:45:14,59.99,7.78,Baixa
3e30e6710e775ebfeecbd90fad476396,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-12-19 03:59:41,58.99,11.73,Baixa
3faea9ccc65ef88c63119314772b5598,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-06-23 09:05:20,59.99,7.78,Baixa
5b05675d9f09a7f7f94f59caa0335c71,1,7c1bd920dbdf22470b68bde975dd3ccf,2018-02-09 20:55:55,58.99,11.73,Baixa
93ef9253c47e7dfc633c01f728488cb1,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-11-06 09:15:12,58.99,11.73,Baixa
aa7565b87e9b5f1ecf8b8ea7f745899c,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-09-20 17:27:55,58.99,11.73,Baixa
aabc383c7d839c5637e7c8a5718b95f0,1,7c1bd920dbdf22470b68bde975dd3ccf,2018-05-16 10:52:39,58.99,10.0,Baixa
d31df581f4efcfd5c6f523bb0fed1bc7,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-12-04 11:55:10,58.99,11.73,Baixa
e8cab458223cfed14e73ea0d7fe1a511,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-02-26 19:45:59,64.99,11.06,Baixa
f7286cad79bffb23e77a11e113977387,1,7c1bd920dbdf22470b68bde975dd3ccf,2017-09-27 19:45:40,58.99,13.43,Baixa
09268d8b25dd31ae78b464efd453d069,1,d63c1011f49d98b976c352955b1c4bea,2018-06-14 04:57:05,59.99,3.03,Baixa
113e0c165fdf93f9e1017dae01292548,1,d63c1011f49d98b976c352955b1c4bea,2018-04-06 16:31:52,59.99,8.88,Baixa
4b88668564375e386936d591619a422c,1,d63c1011f49d98b976c352955b1c4bea,2018-04-23 17:15:18,59.99,8.88,Baixa
5990cd4266558bd21aa365d33ab9747f,1,d63c1011f49d98b976c352955b1c4bea,2017-08-04 02:30:33,49.99,11.85,Baixa
8bec10779c439cbca16b5d86fae19f72,1,d63c1011f49d98b976c352955b1c4bea,2018-02-20 14:07:58,59.99,9.34,Baixa
df07571cefaed71337a66295010ddb44,1,d63c1011f49d98b976c352955b1c4bea,2017-10-06 15:14:25,59.99,9.34,Baixa
f5248851770f05fc31f3915accb0bcff,1,d63c1011f49d98b976c352955b1c4bea,2018-03-14 22:15:39,59.99,13.78,Baixa
09268d8b25dd31ae78b464efd453d069,2,29e690f79f608a27a9a02dbf5c3c0c93,2018-06-15 04:57:05,159.9,23.32,Média
093cbde1b401404fd6dffc827e4b86e8,1,22c5ddc22ea8cae84fc9917def682dc6,2017-10-23 22:14:26,56.99,8.72,Baixa
54051e01a81a788d5a87b405a9cde833,1,22c5ddc22ea8cae84fc9917def682dc6,2017-11-03 09:27:15,56.99,8.72,Baixa
71ab839e1fe570014f0654f3e929b7cb,1,22c5ddc22ea8cae84fc9917def682dc6,2018-01-25 03:51:14,56.99,8.72,Baixa
0c41d48612bf91d5aaf2dab6c0f3a3dc,1,4c2394abfbac7ff59ec7a420918562fa,2017-12-15 11:53:02,84.99,9.41,Baixa
5ba26bd7bec8bcaefb758d03dee88047,1,4c2394abfbac7ff59ec7a420918562fa,2017-12-20 21:59:26,84.99,9.41,Baixa
a38f658be81cb0101121c8a7fdc5efae,1,4c2394abfbac7ff59ec7a420918562fa,2018-01-03 10:31:29,84.99,9.41,Baixa
b76cebb0a09007c35a19e98b178acd63,1,4c2394abfbac7ff59ec7a420918562fa,2017-12-29 02:10:54,84.99,9.41,Baixa
cbd4818fd2df9243a5f4698948f80bd0,1,4c2394abfbac7ff59ec7a420918562fa,2017-12-14 15:29:38,84.99,12.93,Baixa
dc0265afb5f2ff28de815a866decb5ca,1,4c2394abfbac7ff59ec7a420918562fa,2017-12-04 19:18:22,84.99,9.41,Baixa
0d8a7787ec26d5fb6e97f946e95e2c89,1,d39421ec4cc2bf52e35f8bf00f1ec314,2017-08-08 18:05:11,49.99,8.72,Baixa
27ae4a0be8ab218e05e205f6fcacb88b,1,d39421ec4cc2bf52e35f8bf00f1ec314,2017-08-22 03:31:28,49.99,11.73,Baixa
0ec20e561e76d49aa3ca434872643de2,1,154e7e31ebfa092203795c972e5804a6,2017-11-06 11:07:09,23.99,7.78,Baixa
14a92ecd0503cd0c9f6cfb0aea76dfa7,1,154e7e31ebfa092203795c972e5804a6,2017-06-23 11:50:16,19.99,7.78,Baixa
49fa096844c2241fc5db183cc11bd550,1,154e7e31ebfa092203795c972e5804a6,2018-02-26 16:33:06,23.99,7.78,Baixa
592f7e6106642583c61e25ecf2cb8cef,1,154e7e31ebfa092203795c972e5804a6,2018-05-16 16:13:57,23.99,7.39,Baixa
74b3a38f8170c2d92a0761c89a584a7a,1,154e7e31ebfa092203795c972e5804a6,2018-01-08 04:14:52,23.99,7.78,Baixa
74b3a38f8170c2d92a0761c89a584a7a,2,154e7e31ebfa092203795c972e5804a6,2018-01-08 04:14:52,23.99,7.78,Baixa
83073309378cf709e67e8368e97447c4,1,154e7e31ebfa092203795c972e5804a6,2017-07-28 14:10:21,19.99,7.78,Baixa
ee65c3f0ce51f3d58b772cbc2e662e66,1,154e7e31ebfa092203795c972e5804a6,2017-06-05 19:55:20,19.99,7.78,Baixa
121766cf55ce1689e216b6d3c4e95c72,1,8844bd4b8ca8f93603694ca2bceb77e9,2017-12-01 17:54:16,84.99,13.15,Baixa
1f8d2442829de7b25f179e4128b7ed8f,1,ee0c1cf2fbeae95205b4aa506f1469f0,2018-01-16 07:20:07,53.99,11.88,Baixa
20914c76989e5eac4e2675de44f7275a,1,ee0c1cf2fbeae95205b4aa506f1469f0,2018-08-27 03:35:09,44.99,12.98,Baixa
582224f1420e01b2e33cb5690714d841,1,ee0c1cf2fbeae95205b4aa506f1469f0,2017-12-13 10:13:50,53.99,7.78,Baixa
5e1c7d900683c3752dcb5908d72eed78,1,ee0c1cf2fbeae95205b4aa506f1469f0,2018-01-29 21:19:30,53.99,7.78,Baixa
cc84d04f45b429e9b55417f15b01aa52,1,ee0c1cf2fbeae95205b4aa506f1469f0,2018-03-30 05:27:44,53.99,12.82,Baixa
dde949eadfa9eaab6f60ca7dc63e7f51,1,ee0c1cf2fbeae95205b4aa506f1469f0,2017-12-01 02:31:38,53.99,7.78,Baixa
ea9698a810cde28c3c7a480eb46780ba,1,ee0c1cf2fbeae95205b4aa506f1469f0,2018-04-30 18:30:49,44.99,7.39,Baixa
2a142c0426781261c6ea8c07941a55a7,1,617186c3d97ea56c9c683a8a3974e8c1,2018-03-05 10:47:53,79.99,9.37,Baixa
2a142c0426781261c6ea8c07941a55a7,2,617186c3d97ea56c9c683a8a3974e8c1,2018-03-05 10:47:53,79.99,9.37,Baixa
6c44f75ed9c6c59ab4d2e30076330768,1,617186c3d97ea56c9c683a8a3974e8c1,2018-03-13 18:30:50,79.99,10.12,Baixa
8765f11b44250ff934514b69beaa1535,1,617186c3d97ea56c9c683a8a3974e8c1,2018-03-05 15:35:26,79.99,9.37,Baixa
9635ce9faca001ffd1c913c8e55deaed,1,617186c3d97ea56c9c683a8a3974e8c1,2017-12-04 10:31:05,84.99,9.41,Baixa
c5ad7fdd6f4b3a546653f42ca0c64da3,1,617186c3d97ea56c9c683a8a3974e8c1,2017-05-31 13:32:03,84.99,7.85,Baixa
3584d2b8b46935e835424180bcc17702,1,bbaef2eadf31fe3ea6702077398be06c,2017-05-11 17:44:27,56.99,11.01,Baixa
5857c4471757f3c88440e2f2f405c7c1,1,bbaef2eadf31fe3ea6702077398be06c,2017-06-06 04:35:27,56.99,11.9,Baixa
7159e54dc429b82335398dcb355162f1,1,bbaef2eadf31fe3ea6702077398be06c,2017-08-28 22:45:31,56.99,8.72,Baixa
38b74d37b6bb4886a9b460ef8d4ba2d7,1,9e0e152552a1323f7e5dcf63d50cdae3,2018-01-29 09:12:29,56.99,8.72,Baixa
39ea1041ff8ce5011a3032a46ccf30e3,1,2083a6feb4bbb31f6abc92fc24e468c0,2017-08-08 23:25:24,7.0,7.78,Baixa
814a581bb15822a49e046f3f612e18e0,1,f731f8587d4088c174397e010cf892a9,2017-12-05 09:15:30,56.99,8.72,Baixa
8ec02de389ef4b7fdd3b0b084027c0a6,1,b1acb7e8152c90c9619897753a75c973,2017-10-30 00:49:20,34.99,7.78,Baixa
bbf6a647ecc68aa5e79d2cd75ef44c68,1,b1acb7e8152c90c9619897753a75c973,2017-09-12 10:45:16,34.99,11.85,Baixa
c88b1d1b157a9999ce368f218a407141,1,b1acb7e8152c90c9619897753a75c973,2017-07-26 22:50:12,34.99,7.78,Baixa
ab89bb4480224d68ca99f20929ab77ac,1,48428054567e07738a70f9d2a9fa0475,2017-12-14 23:18:36,56.99,8.72,Baixa
b533ed5eadd2a897b55d467d8a46b0ac,1,75d6b6963340c6063f7f4cfcccfe6a30,2018-01-03 15:09:19,56.99,11.9,Baixa
f8165cb41863e5548cdf01f1463b405c,1,75d6b6963340c6063f7f4cfcccfe6a30,2017-09-22 13:25:51,56.99,8.72,Baixa
fee04510f8e4bd36d10789bdbe55eae2,1,75d6b6963340c6063f7f4cfcccfe6a30,2017-08-31 20:10:15,56.99,11.9,Baixa
c945c6439d4fdc157441d7708ce0da9b,1,46e4940f28c9231a801873e62ca55c53,2018-03-16 15:10:38,39.99,19.95,Baixa
c01ae15e9ff7192925a8aefc04b3672d,1,f0c28cf1f8a109a1dc6708397a353ec2,2018-03-22 02:50:52,35.0,7.39,Baixa
c48b937c24e7b161a3685f1a8bc963b7,2,b121f98815a33782f552005a2f39c6a1,2018-01-21 22:51:33,35.0,10.15,Baixa
c48b937c24e7b161a3685f1a8bc963b7,1,c7396c42f79c6c1d83da76a1465dde73,2018-01-21 22:51:33,49.9,13.54,Baixa
00eef7fe9e315a85d1a61a50cccb2494,1,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 13:28:18,49.9,13.37,Baixa
037556f936da90c5f9504956ff286860,1,53759a2ecddad2bb87a079a1f1519f73,2017-05-09 12:10:24,59.9,13.0,Baixa
0ecce757e49491027052d532cc6335f0,1,53759a2ecddad2bb87a079a1f1519f73,2017-07-25 20:50:16,59.9,13.44,Baixa
0ecce757e49491027052d532cc6335f0,2,53759a2ecddad2bb87a079a1f1519f73,2017-07-25 20:50:16,59.9,13.44,Baixa
19e234aee52e37132b0b4fcfb8465f88,1,53759a2ecddad2bb87a079a1f1519f73,2018-06-12 23:10:31,49.9,17.26,Baixa
4200e64fc68666999e2a696dfb2661a1,1,53759a2ecddad2bb87a079a1f1519f73,2018-02-22 06:47:05,49.9,13.37,Baixa
4200e64fc68666999e2a696dfb2661a1,2,53759a2ecddad2bb87a079a1f1519f73,2018-02-22 06:47:05,49.9,13.37,Baixa
508ecdaf77144e9b64870ae67db856fe,1,53759a2ecddad2bb87a079a1f1519f73,2017-11-30 04:15:31,49.0,13.44,Baixa
6bff7d9bba4b524abc4cc68ecff23c43,1,53759a2ecddad2bb87a079a1f1519f73,2017-08-10 20:55:15,59.9,13.44,Baixa
7955751dd5fe4fe14b9e9a89fa14e917,1,53759a2ecddad2bb87a079a1f1519f73,2018-03-26 09:31:55,53.9,13.46,Baixa
862367d9dd9e80263c5b728d8c81b2a6,1,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 12:28:08,49.9,13.37,Baixa
862367d9dd9e80263c5b728d8c81b2a6,2,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 12:28:08,49.9,13.37,Baixa
862367d9dd9e80263c5b728d8c81b2a6,3,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 12:28:08,49.9,13.37,Baixa
862367d9dd9e80263c5b728d8c81b2a6,4,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 12:28:08,49.9,13.37,Baixa
862367d9dd9e80263c5b728d8c81b2a6,5,53759a2ecddad2bb87a079a1f1519f73,2018-02-15 12:28:08,49.9,13.37,Baixa
8b1dd2533fbec1b2a1db8a602791dfcd,1,53759a2ecddad2bb87a079a1f1519f73,2017-08-08 02:55:29,59.9,13.44,Baixa
97ed3c46d9b6ed13afaa7d8779322d5b,1,53759a2ecddad2bb87a079a1f1519f73,2018-05-25 19:17:27,53.9,11.86,Baixa
d0e368ca78daa02e421325f3d1b8541a,1,53759a2ecddad2bb87a079a1f1519f73,2018-04-12 02:48:17,53.9,13.46,Baixa
e6b62f5711fd308616f3db4e2061673c,1,53759a2ecddad2bb87a079a1f1519f73,2017-10-26 00:34:24,59.9,13.44,Baixa
f12da9db3adbe761c69fc8ea15272fff,1,53759a2ecddad2bb87a079a1f1519f73,2017-12-18 03:50:09,59.0,13.43,Baixa
f25fb554c12314110c2c14a22b7eba65,1,53759a2ecddad2bb87a079a1f1519f73,2018-07-27 17:45:14,49.9,20.99,Baixa
053180cf4b0cf3f7a300e2e42ff01da9,1,422879e10f46682990de24d770e7f83d,2017-12-15 10:18:28,59.0,13.43,Baixa
053180cf4b0cf3f7a300e2e42ff01da9,2,422879e10f46682990de24d770e7f83d,2017-12-15 10:18:28,59.0,13.43,Baixa
2904d3ae0064e840ffb4798ba4a12ae3,1,422879e10f46682990de24d770e7f83d,2017-09-20 02:50:22,59.9,13.44,Baixa
2ad9cdb77592cde1ce1ae1c771ecac8a,1,422879e10f46682990de24d770e7f83d,2018-02-15 18:48:06,49.9,13.37,Baixa
4220f297891051c2f40f96bee807a998,1,422879e10f46682990de24d770e7f83d,2018-03-28 21:55:34,53.9,13.46,Baixa
441e40901e547f63c81abdd91e7a2d8c,1,422879e10f46682990de24d770e7f83d,2017-12-14 02:54:12,59.0,13.43,Baixa
61a0ecb5082b25a8cf031a6402a1e030,1,422879e10f46682990de24d770e7f83d,2018-05-02 04:10:43,53.9,10.13,Baixa
64d08d57c3320c16b1e8db97bfc9b314,1,422879e10f46682990de24d770e7f83d,2017-07-27 16:45:17,59.9,13.44,Baixa
767db3d915db881b9f47ce8ac08daf63,1,422879e10f46682990de24d770e7f83d,2018-05-09 14:14:42,53.9,0.0,Baixa
781deb650ad035019d532569f8ab3072,1,422879e10f46682990de24d770e7f83d,2017-12-05 14:29:39,49.0,13.41,Baixa
aeebf4abbcfb9bac43b6a31399a3e93c,1,422879e10f46682990de24d770e7f83d,2017-09-11 11:15:18,59.9,13.44,Baixa
af4406338c93f1ae4eb1ce820f3506bc,1,422879e10f46682990de24d770e7f83d,2017-11-14 17:55:21,59.9,13.44,Baixa
bfccbf3f4c803a60b641433bc8affe01,1,422879e10f46682990de24d770e7f83d,2017-11-03 11:50:21,59.9,13.44,Baixa
d59ff07b4c44d8924d08a48d8eba4c4c,1,422879e10f46682990de24d770e7f83d,2017-12-18 03:39:31,59.0,13.43,Baixa
16102df665809d8700f73d91e4886abb,1,389d119b48cf3043d311335e499d9c6b,2018-01-03 13:27:48,49.9,13.43,Média
19cb995d1cf31c1a9c3d00b9f9e7e5e3,1,389d119b48cf3043d311335e499d9c6b,2018-07-03 23:29:53,49.9,20.99,Média
1b60ece83b00bc1f24db33620b942d2f,1,389d119b48cf3043d311335e499d9c6b,2017-09-08 14:35:21,59.9,13.44,Média
2c3eb0fe0135ed9d71065de1e06f8e01,1,389d119b48cf3043d311335e499d9c6b,2018-06-29 03:32:02,49.9,20.99,Média
31f2b7c70b716879e5c4080ef87f20bc,1,389d119b48cf3043d311335e499d9c6b,2018-04-06 15:50:16,53.9,13.46,Média
4a1340ea38a829e0ea96cd19d7a0f951,1,389d119b48cf3043d311335e499d9c6b,2018-01-26 13:44:04,49.9,13.37,Média
61ad7ff8f7855f070f278ff8412622a8,1,389d119b48cf3043d311335e499d9c6b,2018-01-11 21:27:12,49.9,13.37,Média
61ad7ff8f7855f070f278ff8412622a8,2,389d119b48cf3043d311335e499d9c6b,2018-01-11 21:27:12,49.9,13.37,Média
672a44c865b08663fa3f86a6375d3148,1,389d119b48cf3043d311335e499d9c6b,2018-06-13 20:04:17,49.9,20.99,Média
6ab034fbfc2c4ebf80075ed18002c809,1,389d119b48cf3043d311335e499d9c6b,2018-02-12 03:55:28,49.9,13.37,Média
8050a1155dceeeb15b86996a6dcec748,1,389d119b48cf3043d311335e499d9c6b,2017-11-21 09:35:26,59.9,13.44,Média
87480ba74c6a68d47d28b4277439c8ac,1,389d119b48cf3043d311335e499d9c6b,2018-01-04 11:28:04,49.9,13.37,Média
9c047f1058da1c399c10a1526f528855,1,389d119b48cf3043d311335e499d9c6b,2018-07-10 15:55:12,49.9,20.99,Média
cbfc4f1ebf8b2f4362a74b61505e34fe,1,389d119b48cf3043d311335e499d9c6b,2018-07-30 03:10:16,49.9,20.99,Média
deddf7d706863120a317dee83aefafea,1,389d119b48cf3043d311335e499d9c6b,2018-02-21 03:10:50,49.9,13.37,Média
eb6027d9c2cabcf472d0ebf817b4ef05,1,389d119b48cf3043d311335e499d9c6b,2017-10-09 21:35:14,59.9,13.44,Média
f3b96845efd71daecf6b331fb3a9f537,1,389d119b48cf3043d311335e499d9c6b,2017-12-01 09:16:13,49.0,13.44,Média
19e234aee52e37132b0b4fcfb8465f88,2,368c6c730842d78016ad823897a372db,2018-06-12 23:10:31,49.9,17.26,Baixa
25f7a3addc40a8945c939a6d4bf1148e,1,368c6c730842d78016ad823897a372db,2018-02-01 20:11:27,49.9,13.37,Baixa
4b28afe5e25f1d2fb8ea4e378b25496b,1,368c6c730842d78016ad823897a372db,2018-04-23 00:50:17,53.9,13.46,Baixa
4b28afe5e25f1d2fb8ea4e378b25496b,2,368c6c730842d78016ad823897a372db,2018-04-23 00:50:17,53.9,13.46,Baixa
4b28afe5e25f1d2fb8ea4e378b25496b,3,368c6c730842d78016ad823897a372db,2018-04-23 00:50:17,53.9,13.46,Baixa
4b28afe5e25f1d2fb8ea4e378b25496b,4,368c6c730842d78016ad823897a372db,2018-04-23 00:50:17,53.9,13.46,Baixa
6ce893d804dc1a09876e09ef2537b8f4,1,368c6c730842d78016ad823897a372db,2017-11-30 15:13:44,49.0,13.44,Baixa
710a8cc8056322269a0a3b07d27bd84e,1,368c6c730842d78016ad823897a372db,2017-09-05 11:32:54,59.9,13.44,Baixa
82e9ad47f8a0e270d9cbabde98cbda55,1,368c6c730842d78016ad823897a372db,2018-01-17 08:27:53,49.9,13.37,Baixa
a8837bf09c5bd183b8c83204744e5a98,1,368c6c730842d78016ad823897a372db,2018-03-05 10:28:53,53.9,13.4,Baixa
acf3ac1c437e8674370762c5a482b978,1,368c6c730842d78016ad823897a372db,2018-05-29 12:18:57,49.9,9.6,Baixa
acf3ac1c437e8674370762c5a482b978,2,368c6c730842d78016ad823897a372db,2018-05-29 12:18:57,49.9,9.6,Baixa
ad8b58f4364259dca06cf2e3d65f42ec,1,368c6c730842d78016ad823897a372db,2017-11-23 20:30:29,59.9,13.44,Baixa
bd95be22b2ec58c249193c6b07f45e6f,1,368c6c730842d78016ad823897a372db,2017-10-24 12:49:20,59.9,13.44,Baixa
c13381282564cab296fd10ad0fc9f159,1,368c6c730842d78016ad823897a372db,2017-11-16 22:30:24,59.9,13.44,Baixa
d57ee317a5cd7f23d06b203ebdc2621f,1,368c6c730842d78016ad823897a372db,2017-11-05 23:15:15,59.9,13.44,Baixa
e6bca34c4a814a0f20073eab640e826a,1,368c6c730842d78016ad823897a372db,2018-04-08 22:09:37,53.9,13.46,Baixa
f31e4f9ef9c06d4ec8fe2cb66c65e384,1,368c6c730842d78016ad823897a372db,2017-10-05 15:28:15,59.9,13.44,Baixa
23e66af5124d410917df9e4afff7ed82,1,b0961721fd839e9982420e807758a2a6,2017-10-18 12:20:11,59.9,13.44,Média
23e66af5124d410917df9e4afff7ed82,2,b0961721fd839e9982420e807758a2a6,2017-10-18 12:20:11,59.9,13.44,Média
587904dc1c873ebfb6078160b4819d8e,1,b0961721fd839e9982420e807758a2a6,2017-12-04 03:22:30,49.0,35.93,Média
6c7162d7eb88ca4c936d4fd6ee5ed5ef,1,b0961721fd839e9982420e807758a2a6,2018-08-17 06:50:13,49.9,20.99,Média
80b2c8fbc0b161d23711d7829e54c6b2,1,b0961721fd839e9982420e807758a2a6,2018-08-12 23:44:43,49.9,20.99,Média
