order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,seller_id,volume
4a1340ea38a829e0ea96cd19d7a0f951,88d808f3083f22381023e9dbb5e99751,delivered,2018-01-21 08:10:23,2018-01-22 13:44:04,2018-01-25 15:47:44,2018-02-08 14:07:22,2018-02-14 00:00:00,1f50f920176fa81dab994f9023523100,Média
f44cb69655f8e4d13e7aae7cdd3d3c25,eab62436056c6ce3853a17dd6892951a,delivered,2018-07-13 22:22:57,2018-07-13 22:35:20,2018-07-24 19:07:00,2018-07-25 14:03:41,2018-07-31 00:00:00,2eb70248d66e0e3ef83659f71b244378,Baixa
9236b5f6966275539861284a31b94efe,ccae8f97bb03a9257e3abbb5baf17a1e,delivered,2018-05-19 22:43:35,2018-05-20 00:25:53,2018-05-21 08:29:00,2018-05-23 18:14:45,2018-06-04 00:00:00,499ec63c58e51296c9cf57edcfe1c8a8,Baixa
9f39472adcdca3e6eeaf227576a1a427,8805f5004091e5a6d6732b4b57c94e3e,delivered,2017-12-18 06:12:28,2017-12-18 06:50:23,2017-12-21 15:05:09,2017-12-26 20:51:37,2018-01-11 00:00:00,37515688008a7a40ac93e3b2e4ab203f,Baixa
6672ea757b340c6ebd644244a2c982ae,8070cecab3f3dbd764a549623cfa6243,delivered,2018-07-03 09:00:42,2018-07-05 16:31:59,2018-07-04 15:11:00,2018-07-05 17:12:44,2018-07-17 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
f8965d92f9d8e18cd5d1a0e3bc9d15fc,fb31ae52945c45377e1ba9644b7f78e5,delivered,2018-03-24 16:14:29,2018-03-24 16:27:48,2018-03-26 22:05:56,2018-04-09 19:22:17,2018-04-12 00:00:00,582d4f8675b945722eda7c0cb61ba4c7,Baixa
2a142c0426781261c6ea8c07941a55a7,94e4969b72d31602e59dbb8d2c7c1d09,delivered,2018-02-24 10:26:08,2018-02-24 10:47:53,2018-02-27 04:11:48,2018-02-28 21:43:49,2018-03-14 00:00:00,cc419e0650a3c5ba77189a1882b7556a,Baixa
aadd5a22c7d1dd16b1fe905a302d70e2,f4d98068179c2289cd5f050f0ac67644,delivered,2017-08-25 08:58:52,2017-08-26 02:15:59,2017-09-08 19:54:17,2017-09-13 18:10:44,2017-09-27 00:00:00,6fd52c528dcb38be2eea044946b811f8,Baixa
f11d42e75fda2da775eb7a258bc5c635,a7ad58f5e42ef88d447efe9d7b02f4df,delivered,2017-12-14 18:33:18,2017-12-14 18:52:13,2017-12-20 16:38:38,2017-12-21 14:19:14,2018-01-03 00:00:00,2745f798279e0ed033addcc1474776d7,Média
7f2f81a366f89b37109845799fc5bbf3,844cb4ee61b1b92e94afbe24cb04edf8,delivered,2017-11-17 08:47:41,2017-11-17 09:06:58,2017-11-23 18:37:07,2017-11-29 22:34:41,2017-11-30 00:00:00,b0b346d3a89f5eb4c2968af3f083cd43,Baixa
a9cd6c2b2f5fb42940c49246ea7ce08f,3e7b2479252ab3087413e44eb3354263,delivered,2018-02-02 11:14:39,2018-02-02 12:15:36,2018-02-06 22:43:39,2018-02-15 17:20:50,2018-03-02 00:00:00,cbd996ad3c1b7dc71fd0e5f5df9087e2,Baixa
23c4889b86a761e3cc76cecad70bff4f,7c397262827fc3b4fb1eaee0d480cbbe,delivered,2018-03-09 02:40:19,2018-03-09 02:50:33,2018-03-10 17:21:50,2018-03-19 15:42:33,2018-03-27 00:00:00,4d6d651bd7684af3fffabd5f08d12e5a,Baixa
8c98f0aff69a4ac8620e15058c497092,0b706fbffec4cc332af5995e683ba779,delivered,2018-06-13 22:04:23,2018-06-13 22:38:47,2018-06-14 12:49:00,2018-06-25 17:13:28,2018-07-05 00:00:00,0dd184061fb0eaa7ca37932c68ab91c5,Média
07f2e5679e13d0e45de9da85bb833558,c99704d45e509477b708b7ed594fb324,delivered,2018-07-11 13:48:12,2018-07-11 14:06:16,2018-07-11 18:13:00,2018-07-12 21:31:48,2018-07-19 00:00:00,d9a84e1403de8da0c3aa531d6d108ba6,Baixa
e95fc2995e8119f6216b0fed9887ef3b,97144965e658e088379f20e1b464cf2c,delivered,2017-11-26 20:36:27,2017-11-26 20:53:30,2017-11-27 16:28:06,2017-11-29 16:03:36,2017-12-18 00:00:00,850f4f8af5ea87287ac68de36e29107f,Baixa
26dbf6db0bc6942823fa21ef58e3ce4f,30d149ba8c3793107e4829a8aaa4406f,delivered,2018-05-05 14:20:42,2018-05-05 14:30:13,2018-05-07 07:26:00,2018-05-09 20:21:54,2018-05-21 00:00:00,08633c14ef2db992c11f840f04fad4cd,Baixa
41267d204131714c919730fc9cf0adee,4a2231202fbd4dfb5678c0241d7cf141,delivered,2018-02-12 08:31:11,2018-02-12 09:48:44,2018-02-14 17:29:43,2018-02-17 00:16:36,2018-02-26 00:00:00,7a67c85e85bb2ce8582c35f2203ad736,Baixa
bd2e72e4a107f535d737c2c2a52a018d,6f47b7699f8a027611922b02d6078f91,delivered,2018-08-22 02:28:35,2018-08-23 02:44:20,2018-08-27 13:51:00,2018-08-30 20:23:53,2018-09-13 00:00:00,9674754b5a0cb32b638cec001178f799,Baixa
24eaa9941af703f34c309aff1a56aa5e,150dcbebc045e4eabe1f896727a84ecf,delivered,2018-02-07 15:35:12,2018-02-09 02:50:12,2018-02-14 15:48:40,2018-02-15 14:26:42,2018-02-23 00:00:00,4c2b230173bb36f9b240f2b8ac11786e,Baixa
f5248851770f05fc31f3915accb0bcff,2dbb87e382aba3b28963aaa6fcaf7132,delivered,2018-03-07 22:03:04,2018-03-07 22:15:39,2018-03-08 21:57:21,2018-03-14 20:58:21,2018-03-26 00:00:00,cc419e0650a3c5ba77189a1882b7556a,Baixa
e05ad3bb40dd7a1f005c828e86493bcc,348dab3f7710f2be30559eb101ff7696,delivered,2018-05-24 13:13:40,2018-05-25 02:55:02,2018-05-25 13:44:00,2018-05-28 16:46:42,2018-06-13 00:00:00,ef506c96320abeedfb894c34db06f478,Baixa
1f079793c7cf0447834c7f3fff027802,f92cd4dab2ff641c55fe00ae3f3ddbd5,delivered,2018-08-01 14:42:31,2018-08-01 14:50:20,2018-08-06 10:00:00,2018-08-07 23:51:32,2018-08-08 00:00:00,1025f0e2d44d7041d6cf58b6550e0bfa,Baixa
43df363e546c5d4be691fee79394213d,5687096b10ffbfce09ee6a5fc3ebefd1,delivered,2017-12-21 13:57:09,2017-12-22 02:50:38,2017-12-22 17:56:28,2017-12-26 19:09:41,2018-01-10 00:00:00,1da3aeb70d7989d1e6d9b0e887f97c23,Baixa
c7da3693b9936c359eb9d60640dbb967,dfbfddf21e93f87163d8695b85506112,delivered,2017-08-21 20:49:53,2017-08-21 21:05:19,2017-08-23 20:53:00,2017-08-28 19:34:13,2017-09-11 00:00:00,dc8798cbf453b7e0f98745e396cc5616,Baixa
8104760d9724e09916d654322f583de8,a1a0692a3acbcfe9ec59eb2510936414,delivered,2017-08-09 16:19:43,2017-08-10 10:15:22,2017-08-11 18:45:59,2017-08-15 19:45:05,2017-08-22 00:00:00,7a67c85e85bb2ce8582c35f2203ad736,Baixa
14e29f83cf6fcd5fcca40380a248eea1,d1d326edcb5fc3e9aadd6e86b7a57910,delivered,2018-02-13 11:28:54,2018-02-13 12:30:27,2018-02-16 17:49:34,2018-02-18 12:45:08,2018-03-01 00:00:00,259f7b5e6e482c230e5bfaa670b6bb8f,Baixa
f31e4f9ef9c06d4ec8fe2cb66c65e384,5bfcaca2b18e3c038b1f2b33a0d1801e,delivered,2017-10-01 15:17:41,2017-10-01 15:28:15,2017-10-04 19:36:10,2017-10-12 17:36:50,2017-10-24 00:00:00,1f50f920176fa81dab994f9023523100,Média
1648b503676883c70854279700e3cfc3,31eaac4f3ea617df8b8e5077436679d1,delivered,2018-04-27 12:03:22,2018-04-28 02:51:43,2018-05-03 12:10:00,2018-05-15 22:22:14,2018-05-18 00:00:00,bf84056e679dbe9c69929847a40e338f,Baixa
1c749ca7e27a6aaa93180b80e326d7f8,120cfe05591775d14f4852a9080a2663,delivered,2018-04-03 17:38:12,2018-04-03 17:50:16,2018-04-05 00:12:29,2018-04-06 00:50:32,2018-04-18 00:00:00,c826c40d7b19f62a09e2d7c5e7295ee2,Baixa
02645c905eb7d1591a679f9bc3b669fd,7d81b5f1ff0e0a22a9496943f1df6cbd,delivered,2018-01-26 16:09:11,2018-01-27 02:41:29,2018-01-29 17:19:03,2018-01-30 14:48:45,2018-02-09 00:00:00,92eb0f42c21942b6552362b9b114707d,Baixa
559115c14f48d999adcc027b4a702c8b,58838d64c9fb6e9e3712b41c35024f0d,delivered,2018-01-01 11:03:00,2018-01-01 11:10:30,2018-01-02 16:55:19,2018-01-08 19:59:04,2018-01-18 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
67d5ce930730430a0260f62e7c291eba,b0c20452deec54b06c12b989536295d5,delivered,2018-05-02 16:19:48,2018-05-02 17:31:54,2018-05-03 16:19:00,2018-05-05 17:56:31,2018-05-14 00:00:00,2e1c9f22be269ef4643f826c9e650a52,Baixa
65176291fad85f25b92153f7172abbc5,f3bb4ca2244dc44f761b7becf03acebb,delivered,2018-04-25 08:21:31,2018-04-25 08:31:08,2018-04-25 14:43:00,2018-04-27 19:52:32,2018-05-08 00:00:00,d91fb3b7d041e83b64a00a3edfb37e4f,Baixa
5eca2113141f2c0e048b11bdcb7a0371,aa1fd99d3fa9ef872384623522665eb2,delivered,2018-01-07 15:20:44,2018-01-07 15:33:40,2018-01-08 16:27:41,2018-01-09 12:07:58,2018-01-24 00:00:00,f8db351d8c4c4c22c6835c19a46f01b0,Baixa
8220b318fccce9e7dfd00d9894b95189,c34beddc345e97b15bb556100207a176,delivered,2018-05-23 14:51:24,2018-05-25 02:55:01,2018-05-25 07:17:00,2018-06-01 15:42:46,2018-06-18 00:00:00,7142540dd4c91e2237acb7e911c4eba2,Média
b7579d24f5b2dd3e20f2e57d0e07d170,76cff9a9995b25f21d51697f49f87652,delivered,2017-04-21 17:49:46,2017-04-24 15:02:38,2017-04-27 12:31:44,2017-05-25 16:54:46,2017-05-11 00:00:00,054694fa03fe82cec4b7551487331d74,Média
c97623da13aeaddc6de228746da872bb,65acdabe561c40175647855bd9c61d07,delivered,2017-12-29 11:02:33,2017-12-29 11:10:21,2018-01-02 23:42:32,2018-01-04 20:19:44,2018-01-18 00:00:00,c826c40d7b19f62a09e2d7c5e7295ee2,Baixa
784b0448b2075a95afcf2a55310b7238,4d5110d0a2b5239cb983610da1d18774,delivered,2018-05-16 20:57:48,2018-05-18 01:35:22,2018-05-18 12:06:00,2018-06-01 20:14:44,2018-05-24 00:00:00,e88165a185134e13fdfc85d4fa654db8,Baixa
da00b2d19ef7893d6d963f973b629fe4,536b1df32316c329518b521111cf5496,delivered,2018-01-03 16:59:02,2018-01-03 17:11:24,2018-01-05 00:12:42,2018-01-10 14:20:35,2018-01-19 00:00:00,7e93a43ef30c4f03f38b393420bc753a,Baixa
377627ea55b004e8d55a2af17ba3c0e1,3f0bd16414d5fee5cb1d19769c3c825e,delivered,2018-05-20 13:52:02,2018-05-20 14:18:58,2018-05-21 13:12:00,2018-05-22 14:56:33,2018-05-29 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
be6bc4cdcfc38b102553d294d1ba4725,ba3f81b4928e851009ff39ebeddd520e,delivered,2018-06-25 12:35:38,2018-06-25 12:54:22,2018-06-25 17:49:00,2018-06-26 13:35:23,2018-07-16 00:00:00,99a54764c341d5dc80b4a8fac4eba3fb,Baixa
489b4af31f96f42648f0c0636a51b289,e49282ae3ee47bc3b2e30025544b25f5,delivered,2018-02-09 21:13:06,2018-02-09 21:29:18,2018-02-14 20:05:13,2018-02-18 13:58:47,2018-02-23 00:00:00,7a67c85e85bb2ce8582c35f2203ad736,Baixa
807d1d7f9ef2a3649f918a57fe2e2141,44dba573782d25dd9c85eeb29369ef88,delivered,2018-01-31 13:59:19,2018-01-31 14:13:28,2018-02-01 19:57:21,2018-02-03 11:58:30,2018-02-16 00:00:00,1eade46fba20122dc4aefb379f8c636b,Baixa
81d8e5d965001789e9f871f474afaad5,4f3e1edfa3261b15f51c59030d12847f,delivered,2018-03-15 18:28:28,2018-03-15 18:49:09,2018-03-21 22:14:52,2018-03-23 00:38:46,2018-03-27 00:00:00,96493fab2fbb13a14d0c0e8772eef5c3,Baixa
6cadbcdea4da5368c7a801ce027f23f1,501c9cd7188003067cfbe04791e39d5b,delivered,2018-06-19 19:24:24,2018-06-19 19:36:25,2018-06-20 15:14:00,2018-06-21 17:11:13,2018-06-29 00:00:00,6ddc28b61be28373b4503a1f61cf98a9,Baixa
055336f2daf168319875b812d23de1d4,5840ca4dabfc4e4eac43cdc7123390c5,delivered,2018-03-24 13:13:08,2018-03-24 13:27:42,2018-03-27 17:36:59,2018-03-29 03:22:28,2018-04-06 00:00:00,080199a181c46c657dc5aa235411be3b,Baixa
216bc8ebe70b73bb6e7e3270d9a5df56,7f6409eecd4073f3002766034aa36e62,delivered,2017-10-03 19:29:06,2017-10-03 19:49:19,2017-10-05 15:02:42,2017-10-09 19:18:51,2017-10-20 00:00:00,cc419e0650a3c5ba77189a1882b7556a,Baixa
ba6293d68e1fb59ee455806a8ef6d651,545b9a267af9ba134305649a5a51af74,delivered,2018-02-14 10:48:33,2018-02-15 10:47:54,2018-02-16 22:25:02,2018-02-23 21:23:45,2018-03-07 00:00:00,b83cedfb587e7911540e3f576d6917ce,Baixa
12d5570966b69e36f603e3ff8aac9d4f,66ec5ecfd2fa4c5ff6676a3defe3c292,delivered,2017-10-06 08:52:38,2017-10-06 09:04:13,2017-10-11 21:02:51,2017-10-13 16:08:04,2017-10-24 00:00:00,b2ba3715d723d245138f291a6fe42594,Baixa
4d44526e9f5875e440f58363f5a621de,803996d0e510a99f243e939b6c6f705f,delivered,2018-04-25 09:18:10,2018-04-25 09:33:24,2018-04-25 14:43:00,2018-04-26 13:43:41,2018-05-14 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
33cf8e9da9865079f64965b83061baae,1004c05877ddf8196ad1341ca602e628,delivered,2018-03-20 09:25:27,2018-03-20 09:48:20,2018-03-21 18:48:35,2018-03-24 15:41:04,2018-04-16 00:00:00,d91fb3b7d041e83b64a00a3edfb37e4f,Alta
9560aa739add27151f49eb54dc654667,8bbb438d93d80fe92752705099cf5716,delivered,2018-05-07 09:31:22,2018-05-08 06:55:22,2018-05-10 12:27:00,2018-05-16 21:55:44,2018-05-28 00:00:00,4869f7a5dfa277a7dca6462dcf3b52b2,Baixa
0ee52d4b00ab65f19b7e89e5683766bf,9d9fc80cdedb63de913387b502bee19b,delivered,2017-09-12 20:38:53,2017-09-12 20:50:13,2017-09-13 20:33:18,2017-09-18 16:48:15,2017-09-22 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
7a6f03d6c02a319e084dd0ca7bdb5d07,ddc305318969c71969b82bd97a1d1560,delivered,2017-12-20 04:52:44,2017-12-20 05:54:23,2017-12-20 20:38:52,2018-01-04 21:27:01,2018-01-09 00:00:00,1c129092bf23f28a5930387c980c0dfc,Baixa
b687f81e0e59c1153eaa197ad1c1d043,4c047a7a1169d69034904b2fb4abb348,delivered,2018-02-28 19:46:26,2018-03-01 02:48:26,2018-03-08 16:31:10,2018-03-19 23:46:25,2018-03-15 00:00:00,f76a3b1349b6df1ee875d1f3fa4340f0,Alta
fe0f62fd99cb34355fb8706ce0faf6c6,1dcf37da2946cd5a450289683d39887b,delivered,2018-04-18 16:08:49,2018-04-19 15:38:29,2018-04-20 18:11:20,2018-04-23 15:22:16,2018-05-07 00:00:00,f8db351d8c4c4c22c6835c19a46f01b0,Baixa
b6f7267c5de549e8079e23367dafd3a1,e45d7222b87e8b15b377853dba5be723,delivered,2018-06-11 10:26:21,2018-06-11 10:58:31,2018-06-12 13:56:00,2018-06-15 18:18:34,2018-06-28 00:00:00,18e694e0e48ed6f7aa3f24aade5fd697,Baixa
1e2566907e0655a3549bdcb88b0291f1,4574518f4c6e0eef440e205139e125d6,delivered,2017-09-12 16:04:11,2017-09-12 16:10:29,2017-09-13 20:22:50,2017-09-14 18:07:40,2017-09-22 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
cffb339aa5f4745347d75d9999771453,5332220cc8eeb30685f818ac296ecb83,delivered,2017-04-19 17:38:38,2017-04-20 06:35:22,2017-04-24 10:42:03,2017-05-05 16:13:32,2017-05-09 00:00:00,7b0df942f46435babab05d49b744b2c4,Baixa
8831eaa951f7563404fa3355d0a89f1e,f03c9c80de7a0a901cd92d8507717007,delivered,2017-08-30 16:59:19,2017-08-31 04:31:24,2017-08-31 16:27:54,2017-09-01 18:19:07,2017-09-14 00:00:00,37be5a7c751166fbc5f8ccba4119e043,Baixa
958407f3ab4e9f0d5d03a341f3840ce2,f1d8392057447bcc4dedf77c9a80edb1,delivered,2017-12-03 11:51:41,2017-12-03 12:11:58,2017-12-04 21:03:20,2017-12-08 13:51:45,2017-12-20 00:00:00,0be8ff43f22e456b4e0371b2245e4d01,Baixa
e6f6345c50327507fe35965aa65c8e94,b0a44e6002f9ff27862759d0d1992f4e,delivered,2018-08-27 18:50:06,2018-08-27 19:05:19,2018-08-29 15:02:00,2018-08-30 23:16:46,2018-09-04 00:00:00,caa9bc43a9fe8cf9c564ddd8a03cc4a6,Baixa
8828c448621cb6894c87c5c2be785309,6ad370043aedf67e3620fcdccd95bbf8,delivered,2017-08-21 19:10:44,2017-08-21 19:25:12,2017-08-25 19:49:42,2017-08-28 21:19:56,2017-09-06 00:00:00,18a349e75d307f4b4cc646a691ed4216,Baixa
4d0d3e6d52ebda96d3ff80f913a49cee,091be8027f7e81f7982d213f813063e5,delivered,2017-12-12 12:25:26,2017-12-12 12:36:24,2017-12-13 21:43:23,2017-12-15 18:52:22,2017-12-29 00:00:00,6560211a19b47992c3666cc44a7e94c0,Baixa
eb8d44030d2f4ebce460ebce652242e2,30e9e911324b756560b265fb5281cdf9,delivered,2018-03-02 19:39:10,2018-03-02 19:50:39,2018-03-05 22:28:29,2018-03-09 20:24:47,2018-03-14 00:00:00,4830e40640734fc1c52cd21127c341d4,Média
5aadbda0877e0d99ba07f785cd29c362,d703cdda08125e2b263b92746af0f23c,delivered,2018-06-24 18:02:34,2018-06-24 18:15:17,2018-07-04 15:19:00,2018-07-06 15:18:37,2018-07-23 00:00:00,7c67e1448b00f6e969d365cea6b010ab,Alta
39a484e6a644f8edeb11c2c8ed218069,51727f845a31b568a4a127475d6b5cc3,delivered,2018-03-19 22:58:15,2018-03-19 23:09:02,2018-03-23 23:08:43,2018-03-29 20:14:22,2018-04-05 00:00:00,7d13fca15225358621be4086e1eb0964,Baixa
