geolocation_id,geolocation_lat,geolocation_lng,city,state,id,customer_id
1135,-23.52122103136361,-46.65296293450282,SAO PAULO,SP,1503,3601ca87ad49d32ca2bc47dfbfad434c
1132,-23.51929180460501,-46.64980089647412,SAO PAULO,SP,1516,5e0116ac8f05deda37c92a3ab3788720
1108,-23.52375957536492,-46.6324154521322,SAO PAULO,SP,1518,5134c65c1978c45add46996351adb242
1107,-23.522004902014046,-46.63397365860703,SAO PAULO,SP,1520,9380c4d3c24f6c62c443c8da0f2f0ecf
1134,-23.51867680707737,-46.6531159131789,SAO PAULO,SP,1570,0ff52546be432c8346d431ad81c0a029
1105,-23.533744232586976,-46.63063486274458,SAO PAULO,SP,1619,e998acff98f91507e5d00ca8b10e76e2
1202,-23.530243903687488,-46.65091042186511,SAO PAULO,SP,3284,8eb88eb1066f4e8b52dcc1b739652b9c
1243,-23.54946977906979,-46.65509829793992,SAO PAULO,SP,3288,7c849322a8f5b9bbeba9c11ae26b85ea
1214,-23.53569581346678,-46.64141313885349,SAO PAULO,SP,3290,4427125d8551590623a0e4dbbb2e25ff
1226,-23.534478565641404,-46.65502761740432,SAO PAULO,SP,3295,dc30f5f92dea8459e7b87805306934d7
1220,-23.542757999999992,-46.64547398167813,SAO PAULO,SP,3297,1be4bdc654d6c8852647215506507d72
1227,-23.537290117980763,-46.65443089812821,SAO PAULO,SP,3304,22ea9677582d0e8c4ceeaa2a306fd486
1258,-23.54499310130417,-46.685597180824026,SAO PAULO,SP,3306,e00fde757e39c319e1a52b9d1adf298b
1222,-23.547159576461446,-46.64989460560333,SAO PAULO,SP,3308,6281905dcea7ec6f9ed8baa3a8f61b21
1244,-23.54499336358131,-46.65968022344037,SAO PAULO,SP,3313,5f235effbfef1537095b1024ab902244
1204,-23.53680115237462,-46.644416271856414,SAO PAULO,SP,3317,0e203af4ca880dcead36325e5e0c2ac9
1224,-23.541718547319537,-46.64883066180968,SAO PAULO,SP,3322,de27e7ae8adefd14b55e07db50c5c037
1205,-23.53176047100233,-46.64592571455356,SAO PAULO,SP,3336,8300b253882166d54df794107d32f0bc
1248,-23.547307547319537,-46.66789155107045,SAO PAULO,SP,3390,0280ead6134bfe639866306f1f0258ab
1233,-23.540299470713855,-46.66278360519932,SAO PAULO,SP,3391,b8161d486fb5b343ce446bac70ee5496
1219,-23.540223573951277,-46.645277138092126,SAO PAULO,SP,3395,3c0c18b834b8f01bc414c2a3f4752fd1
1207,-23.536840620318525,-46.640393035807016,SAO PAULO,SP,3431,16204c2d6dfa2b5ab37b70091272a174
1208,-23.540822507357586,-46.6397147149576,SAO PAULO,SP,3500,6a65261dcad2b1ac3c5a6c25d473809e
1254,-23.54196785483874,-46.68191419135562,SAO PAULO,SP,3508,d3878d302b1f3a54da025c3c593c48cc
1255,-23.545782460730543,-46.68119826089217,SAO PAULO,SP,3536,8ab7e3768778f94dfbd1d4511e986dfa
1252,-23.54173205190716,-46.67710841548848,SAO PAULO,SP,3591,eac7448820de7d9ad1425dc2b33568e6
1237,-23.544317693577312,-46.66982279920932,SAO PAULO,SP,3677,d4b14205ecda3b864430a215e488d3b6
1250,-23.548106335564583,-46.67255083804609,SAO PAULO,SP,3716,516183bb499f5c0a1c467cad231e5cfc
1246,-23.55259069386578,-46.6664048798257,SAO PAULO,SP,3992,132da540f9f59c2333c07b0f00d781f9
1256,-23.54856753595123,-46.683293049685474,SAO PAULO,SP,5320,5206bdc4d7ecb9869166f99fc635a5b1
1303,-23.55001132944774,-46.64818240521669,SAO PAULO,SP,7694,78dde783f1d86bc60a9740ff31937c39
1310,-23.556926913670807,-46.6615417904381,SAO PAULO,SP,7696,3f5939e06e89efd9e9ca8ef3ab9d68c7
1321,-23.55896103857696,-46.64089188579832,SAO PAULO,SP,7699,ee23d61fedfc4227bb0e188654c28d08
1333,-23.56356993894623,-46.65184216708981,SAO PAULO,SP,7701,da39612672f966a88588320e7dbacc0d
1314,-23.550271219805023,-46.641530430203645,SAO PAULO,SP,7702,dd22f1d0142d9698c0848674e843525c
1331,-23.562327520947598,-46.6503277425703,SAO PAULO,SP,7703,12729283fd440bf783ab9abc2ce60385
1307,-23.549360699694148,-46.65412441687346,SAO PAULO,SP,7704,7dc0e5a1cd93b2037b5705566f784f8c
1302,-23.547650962519555,-46.64357747515727,SAO PAULO,SP,7714,a28fc82d5947b4c781e56085385d7600
1312,-23.55364600943506,-46.64827785290551,SAO PAULO,SP,7716,713ac4139fc3aab8b2e00bd5644295fc
1319,-23.55156260866176,-46.64021297307979,SAO PAULO,SP,7717,360bddb0078f97dbd1e8938d56e1bcde
1316,-23.55298158090484,-46.63977389064573,SAO PAULO,SP,7718,21b9f862d8113b3b25bb49910352483c
1313,-23.556513287803007,-46.65025319729151,SAO PAULO,SP,7723,5077e24e3da9e7c78a12dcc24bd7fc42
1324,-23.551359454065437,-46.64339075477531,SAO PAULO,SP,7729,e49b50780a322146eecff0b0b3603454
1304,-23.55217944962204,-46.652991998615015,SAO PAULO,SP,7738,4492aedc05bb37e4e724c2aeaf21e079
1332,-23.559874596168275,-46.65312715543304,SAO PAULO,SP,7745,58a3dd1d3e66c3d3331eb095a93876a5
1326,-23.558908285042403,-46.64517207853889,SAO PAULO,SP,7756,770e1923ad55d1a35e2c184986e917d2
1315,-23.552592988343235,-46.64068338732753,SAO PAULO,SP,7760,ddf7eddfa863931d992313aa1b1ccf79
1329,-23.563145744936214,-46.64661879892085,SAO PAULO,SP,7768,f34f65770fa4ed98ee4adfe53eead50a
1330,-23.556817623925213,-46.64986083625707,SAO PAULO,SP,7774,9be83b1a15980ed71eadb4dff917fa29
1320,-23.557337937272795,-46.63877749362335,SAO PAULO,SP,7818,6637874c14404b65a5c59c8ab576c86d
1421,-23.562331512897508,-46.66120425339033,SAO PAULO,SP,11391,f408514ea6598d6b04a3ff8f2a2ae7aa
1403,-23.57034735804139,-46.65315099653755,SAO PAULO,SP,11392,ad0cff75dce98e304964d36a660ca06d
1411,-23.568546850380155,-46.66483313596545,SAO PAULO,SP,11394,36b9f7098dcb4280c45ae8f617645db6
1417,-23.48850962531019,-46.714606281435714,SAO PAULO,SP,11398,c34beddc345e97b15bb556100207a176
1408,-23.569438714409333,-46.66342129141903,SAO PAULO,SP,11399,99b81369c2f7870fee6166d01c7a5e02
1401,-23.569747571977175,-46.65100357197719,SAO PAULO,SP,11402,8070cecab3f3dbd764a549623cfa6243
1445,-23.568346382739897,-46.68910543089613,SAO PAULO,SP,11411,93d53c5c83afb68e1063d463efcd99e0
1424,-23.56816235942637,-46.66117892867444,SAO PAULO,SP,11413,075ad0fda24dab7269482d16b193c87d
1419,-23.557767998615013,-46.662673347769605,SAO PAULO,SP,11418,45b25874ff6ec2e66c207386ac05c802
1414,-23.56362276547979,-46.667603824167614,SAO PAULO,SP,11419,43120eb3c2526e5eba344d7b8514c7a0
1420,-23.56851813765943,-46.65191532569683,SAO PAULO,SP,11423,be5c0855b03da1ef3585c3c0b29cd389
1451,-23.583489065785624,-46.68508055092622,SAO PAULO,SP,11426,f63cb8460e0b173006fa7e7bf9cc71be
1413,-23.55863183097696,-46.66070142630853,SAO PAULO,SP,11445,fb31ae52945c45377e1ba9644b7f78e5
1433,-23.58188488758732,-46.66848679753589,SAO PAULO,SP,11447,3a03bf7cb204cf7573e6e88b6ff92c1e
1405,-23.566964123780973,-46.65698270719597,SAO PAULO,SP,11458,9a6f678fd57a40dc5010a7651ef0b916
1407,-23.5784800999192,-46.67516750652087,SAO PAULO,SP,11508,11f4c7384d8debfbb64acf9c9a44bc95
1418,-23.56312173510022,-46.656566708353616,SAO PAULO,SP,11510,72cb2f7e00c6b47c25afdd7ea20ea3f2
1443,-23.56750865000869,-46.68471805799536,SAO PAULO,SP,11522,d47db9098abd035789999ed3185fb607
1434,-23.57791700859833,-46.66945260115993,SAO PAULO,SP,11535,3c59cb3e5e8348b4f5303307f6c6048a
1448,-23.57741669608748,-46.67817482139765,SAO PAULO,SP,11594,02af9983dee3e98a57adc7b02f17de3a
1429,-23.57524108520401,-46.66307398459231,SAO PAULO,SP,11744,d55a841bbeba831f8dc6d1d5e81c908f
1440,-23.56448527782904,-46.674418610595005,SAO PAULO,SP,11774,00bf225ae2b2d6a141e31acf971c4a03
1447,-23.572517679150597,-46.680710766460734,SAO PAULO,SP,12022,4818f4fe96d4948850d3b4673feb1da8
1431,-23.578166638380598,-46.66288281851213,SAO PAULO,SP,12232,78d4ede5c759a45ff8a456070ae1c11d
1509,-23.567590529834398,-46.63545150721337,SAO PAULO,SP,15968,e8c05ac29ee1a6620c6655ed75659890
1504,-23.56375858312654,-46.63899210115993,SAO PAULO,SP,15969,c667d4a9f7b5fbc11fd2c610f27f731f
1536,-23.56253963239443,-46.622343972359054,SAO PAULO,SP,15971,ba6845ad2c65cc4403e9df8f292d5d36
1514,-23.55306435468261,-46.62768625580495,SAO PAULO,SP,15977,033ccdcc580c85fd79e294166214d562
1529,-23.569353157366287,-46.63690014002537,SAO PAULO,SP,15978,78617a723b4d69cf675ae0719ac052ed
1542,-23.57081105190717,-46.62114560866177,SAO PAULO,SP,15981,d6df67c855b6f445879822f6346dc45d
1548,-23.578346556754592,-46.614710870390624,SAO PAULO,SP,15983,bf239a3d9e5fab72059537d02b201d37
1546,-23.576252951151247,-46.62235967583239,SAO PAULO,SP,15989,ce42625f9c07335b024dd1a1e8a6fc9e
1506,-23.56180273327946,-46.63479182904371,SAO PAULO,SP,15992,7bb9480c1d5413975d01c3caefbfb081
1537,-23.569022776299825,-46.62199066665712,SAO PAULO,SP,15996,eb545dff3d570e77ccfdef726b704622
1525,-23.567008903139214,-46.63752874701368,SAO PAULO,SP,16004,4ec96f8e20985196e4bf474a65293adf
1520,-23.559238666108847,-46.61831887996994,SAO PAULO,SP,16006,ca7852d5cebcef492e32d92050eea7d1
1550,-23.57203616319466,-46.61521226741304,SAO PAULO,SP,16008,25132871ae2b537453a598c4156ae8c5
1545,-23.581373061053768,-46.6178758329102,SAO PAULO,SP,16011,6fd7ac88b09163b38f18c5943a6c6885
1522,-23.55916467499565,-46.61546691825843,SAO PAULO,SP,16012,54fef4bb475376e95000143add7a1557
1508,-23.56014607245072,-46.633346125858445,SAO PAULO,SP,16013,6714247d186f702c0cae25ab661f821a
1538,-23.573205,-46.62290025,SAO PAULO,SP,16022,e536895ab7864eaf78dc9ce8ad805a34
1530,-23.586145389375964,-46.72796029067322,SAO PAULO,SP,16030,331d79b67223ee7e5cd31d3e03e4cfcc
1551,-23.576649380518187,-46.61216232569684,SAO PAULO,SP,16041,55260d8284b7fcb8890f0c0ff1135bc1
1540,-23.56461420122337,-46.62049830030583,SAO PAULO,SP,16051,419fd4034de389a5bca6eded55d8a1c7
1528,-23.563268623088483,-46.62567806771887,SAO PAULO,SP,16082,1930ebf86fd1bdd9ee6f1dcc6b81773a
1513,-23.556895554532897,-46.63100370483005,SAO PAULO,SP,16085,76f8d2d61efe2ac1c232d08399685395
1527,-23.563144561198005,-46.62658014155458,SAO PAULO,SP,16086,d703cdda08125e2b263b92746af0f23c
1524,-23.5670455434244,-46.61611199999999,SAO PAULO,SP,16092,29f0a8c1652a2f41c810820767c688da
1507,-23.558197452680457,-46.63164907507647,SAO PAULO,SP,16105,00c120d7afbe4803d4771a8f3696ec85
1552,-23.573835900917526,-46.61101337290079,SAO PAULO,SP,16118,6b01fa696d4bcceec2f58d90c840a0ef
1516,-23.55948466195392,-46.61446206064973,SAO PAULO,SP,16187,5840ca4dabfc4e4eac43cdc7123390c5
2020,-23.499083916977654,-46.63226647191997,SAO PAULO,SP,19071,44d8a794c8e40d5063528003d8974881
2075,-23.502028505135893,-46.60034967291817,SAO PAULO,SP,19072,03f846ad03437d864a8d2a22976dcafe
2034,-23.50412273877685,-46.6246075311652,SAO PAULO,SP,19076,db97487aac33db3e2595cee7a79983e7
2022,-23.50623786745398,-46.64043238758518,SAO PAULO,SP,19077,6fb5713936cb9444969c88b385cc74fa
2080,-23.49781772078598,-46.60657423175024,SAO PAULO,SP,19080,de77cd3aeac67dfa9997f4a5cac54996
2066,-23.508759080212357,-46.602973042876144,SAO PAULO,SP,19081,58b6f835fd008037b8161b24b9d346ef
2064,-23.519807581453097,-46.5960457342604,SAO PAULO,SP,19084,076feaeadbaf45d1aed50960f6241e76
2054,-23.51636255037796,-46.60569249861501,SAO PAULO,SP,19089,c816e4e3436cb415372f7d43d2256b1d
2018,-23.493511048012017,-46.63106708174157,SAO PAULO,SP,19093,8dee5b9d88493d6dd0a51b834867dc84
2038,-23.49857049347913,-46.6233534590571,SAO PAULO,SP,19100,50044df9ed4639e4027eb9568c64c0b2
2040,-23.489022991949916,-46.62186690299499,SAO PAULO,SP,19109,f3b6b12454a41c96a83c6186c41f5e2a
2056,-23.510640635581964,-46.6040934060534,SAO PAULO,SP,19111,472a60102b712260191100bc3f41c070
2051,-23.51226773910784,-46.60874803052688,SAO PAULO,SP,19116,0e077e2c9e518b1443382b33e00ba95c
2039,-23.49231066388715,-46.6205286217035,SAO PAULO,SP,19120,ddb9ebb22b6b4a9a93532d5b61f78563
2033,-23.50215379349651,-46.61688101249347,SAO PAULO,SP,19130,16e60282203c560325df62d5c0b435b5
2078,-23.502460609498485,-46.59374588980903,SAO PAULO,SP,19160,e54367d4b00c5cb76d2dfe71b9bdb89c
2044,-23.49568082347514,-46.61894670690752,SAO PAULO,SP,19161,672095fce1717238bada161cc856dc1e
2052,-23.509466926452752,-46.606867502077456,SAO PAULO,SP,19254,a3dffc91b473ff82d9dcb1c27d70e0ff
2031,-23.51506899745697,-46.6253165150725,SAO PAULO,SP,19255,f92cd4dab2ff641c55fe00ae3f3ddbd5
2011,-23.50190277027253,-46.626229169812845,SAO PAULO,SP,19339,2ee6a7340934c1c8c08bd9ec1187e919
2150,-23.495750203445063,-46.56850788842403,SAO PAULO,SP,21491,8fee1426502fd108ed8b7cd85280d11f
2167,-23.522903946448046,-46.58180409758191,SAO PAULO,SP,21493,99a041726abd378156681a6f5f519684
2152,-23.498158714409342,-46.573211734116185,SAO PAULO,SP,21496,7a81429a083c668d1366e07c37d4deb6
2138,-23.49565160199666,-46.57582722508515,SAO PAULO,SP,21498,6faf168195ded35ec08a4de7b72d0953
2134,-23.499318080212344,-46.578124372468125,SAO PAULO,SP,21499,8d10d69d2fac34eaff1d041c460d794b
2176,-23.51226784347044,-46.5737047327312,SAO PAULO,SP,21500,89ee8f2ce27588d9f8a8b7d0458e43ca
2119,-23.513593871775623,-46.59299115736628,SAO PAULO,SP,21502,d8a527d4870db60ec4cb46a8dd8f1c69
2131,-23.50281070858096,-46.581761933117846,SAO PAULO,SP,21503,579e8a264bd6a1f8c3a9c30739e3ff75
2124,-23.50636475575626,-46.58066375575627,SAO PAULO,SP,21504,bb16eb9b2572c004cc5eabd905ff5c74
2110,-23.52188843014645,-46.59374225679054,SAO PAULO,SP,21508,6eb2a1fc81674d4d2877d51a498375e1
2127,-23.50238052178431,-46.582730947544576,SAO PAULO,SP,21511,2df2e75bbb4d06a4c066db45e49c16f7
2178,-23.519838404668437,-46.57027290507246,SAO PAULO,SP,21513,39851c46815f49fafb7bc26ed6bf513d
2161,-23.491262189566605,-46.57078597807146,SAO PAULO,SP,21521,22abcf13104241895955bb0cd5ecf2b5
2112,-23.512668178041054,-46.58665534166385,SAO PAULO,SP,21522,4fece99243598d047490d4d4ce058897
2169,-23.51932718168024,-46.57580722635043,SAO PAULO,SP,21528,6f78101c901f9a21bf9b23b1a80b05a4
2189,-23.507621497085808,-46.56616243450284,SAO PAULO,SP,21533,9c39df44c586da760fc328d8cf2f2555
2128,-23.50399490536093,-46.5946382411853,SAO PAULO,SP,21535,6cda1d04141717b4d21a31c101d1414c
2179,-23.51950161226844,-46.567310496104845,SAO PAULO,SP,21538,65d7321f062eb5569225c13c721fc8cc
2136,-23.4982544454671,-46.57847265889549,SAO PAULO,SP,21539,47d57a33b121cc0148e40255e14aa146
2137,-23.50176923397196,-46.57187320760001,SAO PAULO,SP,21545,a7ad58f5e42ef88d447efe9d7b02f4df
2185,-23.512283612268444,-46.56782303996194,SAO PAULO,SP,21550,83424bcfa17339a2e25db708e54b1b26
2111,-23.515789212043405,-46.59197639370417,SAO PAULO,SP,21561,a165516b8faabeb29fd9327885ba1b66
2187,-23.515125715794323,-46.56489950138496,SAO PAULO,SP,21590,a99a6be59d995fe8f602287ef8cccf7e
2125,-23.507957137111184,-46.58846138051819,SAO PAULO,SP,21623,89852ab64bf9b9174cb414b674306159
2166,-23.525060091869104,-46.583738219401,SAO PAULO,SP,21683,509efbe31adf8f6409b0fdb484d79208
2175,-23.516718741284578,-46.57445726194335,SAO PAULO,SP,21699,5a3260cfde2a918b597dada7ddd247bb
2256,-23.476069676380632,-46.5875753993883,SAO PAULO,SP,23103,f041c33fa5c382bf3eb1433270778594
2223,-23.47872104025041,-46.58108916028048,SAO PAULO,SP,23105,82a781c07728515614b37ed49101b063
2261,-23.46735986594724,-46.57715992131685,SAO PAULO,SP,23120,7f9f7f001ca66df1f762a503a416cc61
2270,-23.472793571469776,-46.59464741395925,SAO PAULO,SP,23123,cba3093db3baa32369a1d7dec3b568ed
2227,-23.483253583126537,-46.569258712187626,SAO PAULO,SP,23125,06656bf78bcb39c3852e16abd900c1f2
2273,-23.45886783036675,-46.58574627053405,SAO PAULO,SP,23126,8f8ebac5d30468c962fe5be76c2f2260
2244,-23.49047396142303,-46.60639166527211,SAO PAULO,SP,23128,a0822e7d4805f4355a0cc53939cd05a7
2229,-23.47929118373822,-46.56787618526742,SAO PAULO,SP,23129,f4380f3bd8c569ec5c8ccf76ca4daea9
2259,-23.471607970858106,-46.580389438802,SAO PAULO,SP,23131,89b0d2b9bc218ca1e860525dae563033
2228,-23.480055932281125,-46.569816911189314,SAO PAULO,SP,23132,1c247ed1bb41f396d77b442440331f3c
2247,-23.484890608661765,-46.6021051866524,SAO PAULO,SP,23140,365ed08446356b37760003aabd1c8166
2274,-23.46824404524207,-46.585030834727874,SAO PAULO,SP,23144,44ad230ebeb51b5af647b688304f7bfc
2220,-23.490745910352587,-46.57794383819032,SAO PAULO,SP,23148,6d207296a79092cb51acbeabdac7b375
2276,-23.459902378084543,-46.58449611703253,SAO PAULO,SP,23156,90f1d9af2694da66a8d70c29536198a0
2242,-23.488133029141903,-46.60765995712386,SAO PAULO,SP,23157,60f4e882b701ca5aea3378dfd8dc55d9
2279,-23.46048082737028,-46.57585219747245,SAO PAULO,SP,23165,9c4b8311bc705b6eb654835cec0b3314
2241,-23.490518793784968,-46.60742305591787,SAO PAULO,SP,23183,55c78bc29570e04ee3d2022cab98231b
2230,-23.48274827338563,-46.56490113044606,SAO PAULO,SP,23195,082805d32249e17183cfb56ccb67b5cf
2264,-23.463067641410348,-46.57733468803738,SAO PAULO,SP,23214,ae0870b4367021d653e2a81999273274
2253,-23.479545520399327,-46.596922621847725,SAO PAULO,SP,23222,60ab2ed589060f33a8c6e6ac86e29135
2281,-23.44917893415549,-46.57435094932181,SAO PAULO,SP,23223,95487d0934f136c2742457652f607d7f
2255,-23.47597013183105,-46.59145922384439,SAO PAULO,SP,23231,f1dde6108ccd95c8341b628a7ecc6ef5
2272,-23.46986315459632,-46.58785305259964,SAO PAULO,SP,23236,44dba573782d25dd9c85eeb29369ef88
2224,-23.481351072998997,-46.567048185815686,SAO PAULO,SP,23251,1cc59368b661643f4c6637fa51785b39
2275,-23.465097152256583,-46.590503021857714,SAO PAULO,SP,23255,760663b7f3e48507e43082cb33cda1a5
2233,-23.47538490091753,-46.564339557591325,SAO PAULO,SP,23256,7a403a66566f05868f4ace82fd9c8cce
2209,-23.485064826913263,-46.58236126674555,SAO PAULO,SP,23259,39c9dc82d5f60eb1ee8bc4fe4aa29dc6
2260,-23.469302576551907,-46.57550486934105,SAO PAULO,SP,23295,64ed151de6054d3f07c9bfcce705b0e0
2213,-23.49287325284208,-46.58454115751052,SAO PAULO,SP,23308,5fa9b1b199d0f77c57d2c30367b1c153
2262,-23.46668605023373,-46.57587710713256,SAO PAULO,SP,23370,0368541bf462ab4f227778b73f427c2d
2216,-23.494534007655435,-46.5778358295101,SAO PAULO,SP,23394,67e3893327f25b943d07ec4a97f6a203
2214,-23.49363686955392,-46.58577018151652,SAO PAULO,SP,23398,638d91df38cb216db480d6b763f87dff
2252,-23.479316999999995,-46.5904340471753,SAO PAULO,SP,23494,ffbd58aa41cbab07f08190801e939f59
2231,-23.47785620260835,-46.56407653052688,SAO PAULO,SP,23636,5e4b0c76f331945cd0ebb67a3adce403
2377,-23.45681372078598,-46.632543731750246,SAO PAULO,SP,26025,399d1e628c48b7c3b6389098be566cfd
2371,-23.46086185567546,-46.619972680131546,SAO PAULO,SP,26026,95e719d72780395652555c67d60d1530
2321,-23.44749411991629,-46.58851618260319,SAO PAULO,SP,26033,3ef0940ac9cc365117d467fd0f3757e7
2315,-23.463362095475787,-46.59647161656762,SAO PAULO,SP,26035,c3581b0a7a2ab8c7ae2721fabc74ef4c
2319,-23.4501707149576,-46.58967746502972,SAO PAULO,SP,26038,91720ab1b9f4b346ee95d5f3260df86d
2367,-23.42308723120199,-46.58728156396795,SAO PAULO,SP,26049,9b29ffc82f368ca303abd6cafcdf0096
2306,-23.45244942270184,-46.60149895934556,SAO PAULO,SP,26051,4a2231202fbd4dfb5678c0241d7cf141
2344,-23.468783469877145,-46.611286968492166,SAO PAULO,SP,26059,b0a44e6002f9ff27862759d0d1992f4e
2322,-23.448542060505503,-46.59796136802471,SAO PAULO,SP,26062,920f397f9443bbf5775f7e99a2245890
2356,-23.450087878227205,-46.61104018756212,SAO PAULO,SP,26063,d98bf734145386e62f72080c11e3cdc2
2358,-23.446391134052757,-46.609487837497824,SAO PAULO,SP,26065,2f9902d85fcd930227f711cf47012bdf
2318,-23.45490508159733,-46.59270606480468,SAO PAULO,SP,26067,d4495a0da891198458c13d8cabd0d7e3
2337,-23.476470349154592,-46.61274240660166,SAO PAULO,SP,26075,e63417634e8ed5d4a0ac4c2472659e07
2355,-23.45361336663973,-46.61153344561132,SAO PAULO,SP,26078,5657037a025fe48001ac545834d7b7d1
2378,-23.454046078279102,-46.6302284207686,SAO PAULO,SP,26089,c5667137b8de63b31942003b0979ae66
2317,-23.458311199001667,-46.5956613491546,SAO PAULO,SP,26091,6285b5a7402c20ed44a33c852621827d
2351,-23.45606480322003,-46.59857348265909,SAO PAULO,SP,26092,69669556c0498b560a9eda5bcabdec2d
2335,-23.48423112600268,-46.616027463644734,SAO PAULO,SP,26109,4fedd71ebdc557d3a1a4bd9375489b6a
2346,-23.472004872323875,-46.60844051151254,SAO PAULO,SP,26114,70a143bf0866aa6c1ba15fab452335a8
2314,-23.461367857060445,-46.60110519677997,SAO PAULO,SP,26121,7a06b69fcd181fbc7da2ea961db14f3e
2325,-23.455935,-46.58499675000001,SAO PAULO,SP,26129,b76f57fd6691e04b385d83fe8940d86a
2320,-23.44947679294825,-46.59791907646144,SAO PAULO,SP,26136,ec2d2a258b058be97d409669ab436028
2333,-23.47360894670785,-46.61900230974089,SAO PAULO,SP,26147,be6c647098667c50fe7e4c812d1ccefa
2307,-23.48287504884874,-46.60800472883605,SAO PAULO,SP,26154,de95cd6494b4ee95bda2334c60d3d211
2336,-23.48058427061568,-46.61935382292688,SAO PAULO,SP,26191,fae7d84f79611f61adb4bbb2472a2c69
2328,-23.43381641578083,-46.571176402870464,SAO PAULO,SP,26325,2ab985fdf76700a0c77d9ea89e2f3e39
2359,-23.44565748972094,-46.61972975215229,SAO PAULO,SP,26342,6629da21929dbb3173791eb977b64d8b
